13:45:41 INFO  manager.ApplicationManager - All tests starts in 'FireFox' browser
13:45:43 INFO  tests.TestBase - Starts test---> registrationNegativeMail
13:45:43 INFO  manager.MyListener - Start search element by locator-->By.xpath: //*[text()=' Logout ']
13:45:48 INFO  manager.MyListener - Element with locator-->By.xpath: //*[text()=' Logout '] was found
13:45:48 INFO  manager.MyListener - Start search element by locator-->By.xpath: //*[text()=' Sign up ']
13:45:48 INFO  manager.MyListener - Element with locator-->By.xpath: //*[text()=' Sign up '] was found
13:45:49 INFO  manager.MyListener - Start search element by locator-->By.xpath: //*[@id='name']
13:45:49 INFO  manager.MyListener - Element with locator-->By.xpath: //*[@id='name'] was found
13:45:49 INFO  manager.MyListener - Start search element by locator-->By.xpath: //*[@id='lastName']
13:45:49 INFO  manager.MyListener - Element with locator-->By.xpath: //*[@id='lastName'] was found
13:45:49 INFO  manager.MyListener - Start search element by locator-->By.cssSelector: div input#email
13:45:49 INFO  manager.MyListener - Element with locator-->By.cssSelector: div input#email was found
13:45:49 INFO  manager.MyListener - Start search element by locator-->By.cssSelector: div input#password
13:45:49 INFO  manager.MyListener - Element with locator-->By.cssSelector: div input#password was found
13:45:50 INFO  tests.TestBase - Registration with Email = dumgmail.com, and password = Zz12345$
13:45:50 INFO  manager.MyListener - Start search element by locator-->By.cssSelector: div input[type='checkbox']
13:45:50 INFO  manager.MyListener - Element with locator-->By.cssSelector: div input[type='checkbox'] was found
13:45:50 INFO  manager.MyListener - Start search element by locator-->By.xpath: //*[@class='checkbox-label terms-label']
13:45:50 INFO  manager.MyListener - Element with locator-->By.xpath: //*[@class='checkbox-label terms-label'] was found
13:45:50 INFO  manager.MyListener - Start search element by locator-->By.cssSelector: form button[type='submit']
13:45:50 INFO  manager.MyListener - Element with locator-->By.cssSelector: form button[type='submit'] was found
13:45:51 INFO  manager.MyListener - Start search element by locator-->By.xpath: //*[text()='Wrong email format']
13:45:51 INFO  manager.MyListener - Element with locator-->By.xpath: //*[text()='Wrong email format'] was found
13:45:51 INFO  tests.TestBase - Ends test---> registrationNegativeMail
13:45:51 INFO  tests.TestBase - Starts test---> registrationNegativeMail
13:45:51 INFO  manager.MyListener - Start search element by locator-->By.xpath: //*[text()=' Logout ']
13:45:56 INFO  manager.MyListener - Element with locator-->By.xpath: //*[text()=' Logout '] was found
13:45:56 INFO  manager.MyListener - Start search element by locator-->By.xpath: //*[text()=' Sign up ']
13:45:56 INFO  manager.MyListener - Element with locator-->By.xpath: //*[text()=' Sign up '] was found
13:45:56 INFO  manager.MyListener - Start search element by locator-->By.xpath: //*[@id='name']
13:45:56 INFO  manager.MyListener - Element with locator-->By.xpath: //*[@id='name'] was found
13:45:56 INFO  manager.MyListener - Start search element by locator-->By.xpath: //*[@id='lastName']
13:45:56 INFO  manager.MyListener - Element with locator-->By.xpath: //*[@id='lastName'] was found
13:45:57 INFO  manager.MyListener - Start search element by locator-->By.cssSelector: div input#email
13:45:57 INFO  manager.MyListener - Element with locator-->By.cssSelector: div input#email was found
13:45:57 INFO  manager.MyListener - Start search element by locator-->By.cssSelector: div input#password
13:45:57 INFO  manager.MyListener - Element with locator-->By.cssSelector: div input#password was found
13:45:57 INFO  tests.TestBase - Registration with Email = Dum@gmail.com, and password = Zz12345$
13:45:57 INFO  manager.MyListener - Start search element by locator-->By.cssSelector: div input[type='checkbox']
13:45:57 INFO  manager.MyListener - Element with locator-->By.cssSelector: div input[type='checkbox'] was found
13:45:57 INFO  manager.MyListener - Start search element by locator-->By.cssSelector: form button[type='submit']
13:45:57 INFO  manager.MyListener - Element with locator-->By.cssSelector: form button[type='submit'] was found
13:45:58 INFO  manager.MyListener - Start search element by locator-->By.xpath: //*[text()='Wrong email format']
13:45:58 INFO  manager.MyListener - Element with locator-->By.xpath: //*[text()='Wrong email format'] was found
13:45:58 INFO  tests.TestBase - Ends test---> registrationNegativeMail
13:45:58 INFO  tests.TestBase - Starts test---> registrationNegativeMail
13:45:58 INFO  manager.MyListener - Start search element by locator-->By.xpath: //*[text()=' Logout ']
13:46:03 INFO  manager.MyListener - Element with locator-->By.xpath: //*[text()=' Logout '] was found
13:46:03 INFO  manager.MyListener - Start search element by locator-->By.xpath: //*[text()=' Sign up ']
13:46:03 INFO  manager.MyListener - Element with locator-->By.xpath: //*[text()=' Sign up '] was found
13:46:03 INFO  manager.MyListener - Start search element by locator-->By.xpath: //*[@id='name']
13:46:03 INFO  manager.MyListener - Element with locator-->By.xpath: //*[@id='name'] was found
13:46:04 INFO  manager.MyListener - Start search element by locator-->By.xpath: //*[@id='lastName']
13:46:04 INFO  manager.MyListener - Element with locator-->By.xpath: //*[@id='lastName'] was found
13:46:04 INFO  manager.MyListener - Start search element by locator-->By.cssSelector: div input#email
13:46:04 INFO  manager.MyListener - Element with locator-->By.cssSelector: div input#email was found
13:46:04 INFO  manager.MyListener - Start search element by locator-->By.cssSelector: div input#password
13:46:04 INFO  manager.MyListener - Element with locator-->By.cssSelector: div input#password was found
13:46:04 INFO  tests.TestBase - Registration with Email = dum@gmailcom, and password = Zz12345$
13:46:04 INFO  manager.MyListener - Start search element by locator-->By.cssSelector: div input[type='checkbox']
13:46:04 INFO  manager.MyListener - Element with locator-->By.cssSelector: div input[type='checkbox'] was found
13:46:04 INFO  manager.MyListener - Start search element by locator-->By.cssSelector: form button[type='submit']
13:46:04 INFO  manager.MyListener - Element with locator-->By.cssSelector: form button[type='submit'] was found
13:46:05 INFO  manager.MyListener - Start search element by locator-->By.xpath: //*[text()='Wrong email format']
13:46:05 INFO  manager.MyListener - Element with locator-->By.xpath: //*[text()='Wrong email format'] was found
13:46:05 INFO  tests.TestBase - Ends test---> registrationNegativeMail
13:46:05 INFO  tests.TestBase - Starts test---> registrationNegativeMail
13:46:05 INFO  manager.MyListener - Start search element by locator-->By.xpath: //*[text()=' Logout ']
13:46:10 INFO  manager.MyListener - Element with locator-->By.xpath: //*[text()=' Logout '] was found
13:46:10 INFO  manager.MyListener - Start search element by locator-->By.xpath: //*[text()=' Sign up ']
13:46:10 INFO  manager.MyListener - Element with locator-->By.xpath: //*[text()=' Sign up '] was found
13:46:10 INFO  manager.MyListener - Start search element by locator-->By.xpath: //*[@id='name']
13:46:10 INFO  manager.MyListener - Element with locator-->By.xpath: //*[@id='name'] was found
13:46:11 INFO  manager.MyListener - Start search element by locator-->By.xpath: //*[@id='lastName']
13:46:11 INFO  manager.MyListener - Element with locator-->By.xpath: //*[@id='lastName'] was found
13:46:11 INFO  manager.MyListener - Start search element by locator-->By.cssSelector: div input#email
13:46:11 INFO  manager.MyListener - Element with locator-->By.cssSelector: div input#email was found
13:46:11 INFO  manager.MyListener - Start search element by locator-->By.cssSelector: div input#password
13:46:11 INFO  manager.MyListener - Element with locator-->By.cssSelector: div input#password was found
13:46:12 INFO  tests.TestBase - Registration with Email = dum@g., and password = Zz12345$
13:46:12 INFO  manager.MyListener - Start search element by locator-->By.cssSelector: div input[type='checkbox']
13:46:12 INFO  manager.MyListener - Element with locator-->By.cssSelector: div input[type='checkbox'] was found
13:46:12 INFO  manager.MyListener - Start search element by locator-->By.cssSelector: form button[type='submit']
13:46:12 INFO  manager.MyListener - Element with locator-->By.cssSelector: form button[type='submit'] was found
13:46:12 INFO  manager.MyListener - Start search element by locator-->By.xpath: //*[text()='Wrong email format']
13:46:12 INFO  manager.MyListener - Element with locator-->By.xpath: //*[text()='Wrong email format'] was found
13:46:12 INFO  tests.TestBase - Ends test---> registrationNegativeMail
13:46:12 INFO  tests.TestBase - Starts test---> registrationNegativeMail
13:46:12 INFO  manager.MyListener - Start search element by locator-->By.xpath: //*[text()=' Logout ']
13:46:17 INFO  manager.MyListener - Element with locator-->By.xpath: //*[text()=' Logout '] was found
13:46:17 INFO  manager.MyListener - Start search element by locator-->By.xpath: //*[text()=' Sign up ']
13:46:17 INFO  manager.MyListener - Element with locator-->By.xpath: //*[text()=' Sign up '] was found
13:46:18 INFO  manager.MyListener - Start search element by locator-->By.xpath: //*[@id='name']
13:46:18 INFO  manager.MyListener - Element with locator-->By.xpath: //*[@id='name'] was found
13:46:18 INFO  manager.MyListener - Start search element by locator-->By.xpath: //*[@id='lastName']
13:46:18 INFO  manager.MyListener - Element with locator-->By.xpath: //*[@id='lastName'] was found
13:46:18 INFO  manager.MyListener - Start search element by locator-->By.cssSelector: div input#email
13:46:18 INFO  manager.MyListener - Element with locator-->By.cssSelector: div input#email was found
13:46:18 INFO  manager.MyListener - Start search element by locator-->By.cssSelector: div input#password
13:46:18 INFO  manager.MyListener - Element with locator-->By.cssSelector: div input#password was found
13:46:19 INFO  tests.TestBase - Registration with Email =  @l.com, and password = Zz12345$
13:46:19 INFO  manager.MyListener - Start search element by locator-->By.cssSelector: div input[type='checkbox']
13:46:19 INFO  manager.MyListener - Element with locator-->By.cssSelector: div input[type='checkbox'] was found
13:46:19 INFO  manager.MyListener - Start search element by locator-->By.cssSelector: form button[type='submit']
13:46:19 INFO  manager.MyListener - Element with locator-->By.cssSelector: form button[type='submit'] was found
13:46:19 INFO  manager.MyListener - Start search element by locator-->By.xpath: //*[text()='Wrong email format']
13:46:19 INFO  manager.MyListener - Element with locator-->By.xpath: //*[text()='Wrong email format'] was found
13:46:19 INFO  tests.TestBase - Ends test---> registrationNegativeMail
13:46:19 INFO  tests.TestBase - Starts test---> registrationPositive
13:46:19 INFO  manager.MyListener - Start search element by locator-->By.xpath: //*[text()=' Logout ']
13:46:24 INFO  manager.MyListener - Element with locator-->By.xpath: //*[text()=' Logout '] was found
13:46:24 INFO  manager.MyListener - Start search element by locator-->By.xpath: //*[text()=' Sign up ']
13:46:25 INFO  manager.MyListener - Element with locator-->By.xpath: //*[text()=' Sign up '] was found
13:46:25 INFO  manager.MyListener - Start search element by locator-->By.xpath: //*[@id='name']
13:46:25 INFO  manager.MyListener - Element with locator-->By.xpath: //*[@id='name'] was found
13:46:25 INFO  manager.MyListener - Start search element by locator-->By.xpath: //*[@id='lastName']
13:46:25 INFO  manager.MyListener - Element with locator-->By.xpath: //*[@id='lastName'] was found
13:46:25 INFO  manager.MyListener - Start search element by locator-->By.cssSelector: div input#email
13:46:25 INFO  manager.MyListener - Element with locator-->By.cssSelector: div input#email was found
13:46:26 INFO  manager.MyListener - Start search element by locator-->By.cssSelector: div input#password
13:46:26 INFO  manager.MyListener - Element with locator-->By.cssSelector: div input#password was found
13:46:26 INFO  tests.TestBase - Registration with details = Tom, Brown, user2779@gmail.com, and password = Asd2779d#%
13:46:26 INFO  manager.MyListener - Start search element by locator-->By.cssSelector: div input[type='checkbox']
13:46:26 INFO  manager.MyListener - Element with locator-->By.cssSelector: div input[type='checkbox'] was found
13:46:26 INFO  manager.MyListener - Start search element by locator-->By.cssSelector: form button[type='submit']
13:46:26 INFO  manager.MyListener - Element with locator-->By.cssSelector: form button[type='submit'] was found
13:46:26 INFO  manager.MyListener - Start search element by locator-->By.xpath: //*[@class='cdk-overlay-pane']
13:46:26 INFO  manager.MyListener - Element with locator-->By.xpath: //*[@class='cdk-overlay-pane'] was found
13:46:26 INFO  manager.MyListener - Start search element by locator-->By.xpath: //*[@class='cdk-overlay-pane']
13:46:26 INFO  manager.MyListener - Element with locator-->By.xpath: //*[@class='cdk-overlay-pane'] was found
13:46:27 INFO  manager.MyListener - Start search element by locator-->By.xpath: //*[@class='cdk-overlay-pane']
13:46:27 INFO  manager.MyListener - Element with locator-->By.xpath: //*[@class='cdk-overlay-pane'] was found
13:46:27 INFO  tests.TestBase - Test finished Success
13:46:27 INFO  manager.MyListener - Start search element by locator-->By.xpath: //button[text()='Ok']
13:46:27 INFO  manager.MyListener - Element with locator-->By.xpath: //button[text()='Ok'] was found
13:46:27 INFO  tests.TestBase - Ends test---> registrationPositive
13:46:27 INFO  tests.TestBase - Starts test---> registrationPositive
13:46:27 INFO  manager.MyListener - Start search element by locator-->By.xpath: //*[text()=' Logout ']
13:46:27 INFO  manager.MyListener - Element with locator-->By.xpath: //*[text()=' Logout '] was found
13:46:27 INFO  manager.MyListener - Start search element by locator-->By.xpath: //*[text()=' Logout ']
13:46:27 INFO  manager.MyListener - Element with locator-->By.xpath: //*[text()=' Logout '] was found
13:46:27 INFO  manager.MyListener - Start search element by locator-->By.xpath: //*[text()=' Sign up ']
13:46:27 INFO  manager.MyListener - Element with locator-->By.xpath: //*[text()=' Sign up '] was found
13:46:27 INFO  manager.MyListener - Start search element by locator-->By.xpath: //*[@id='name']
13:46:27 INFO  manager.MyListener - Element with locator-->By.xpath: //*[@id='name'] was found
13:46:28 INFO  manager.MyListener - Start search element by locator-->By.xpath: //*[@id='lastName']
13:46:28 INFO  manager.MyListener - Element with locator-->By.xpath: //*[@id='lastName'] was found
13:46:28 INFO  manager.MyListener - Start search element by locator-->By.cssSelector: div input#email
13:46:28 INFO  manager.MyListener - Element with locator-->By.cssSelector: div input#email was found
13:46:28 INFO  manager.MyListener - Start search element by locator-->By.cssSelector: div input#password
13:46:28 INFO  manager.MyListener - Element with locator-->By.cssSelector: div input#password was found
13:46:29 INFO  tests.TestBase - Registration with details = Tommy, Bro, user27791@gmail.com, and password = Asd27791d#%
13:46:29 INFO  manager.MyListener - Start search element by locator-->By.cssSelector: div input[type='checkbox']
13:46:29 INFO  manager.MyListener - Element with locator-->By.cssSelector: div input[type='checkbox'] was found
13:46:29 INFO  manager.MyListener - Start search element by locator-->By.xpath: //*[@class='checkbox-label terms-label']
13:46:29 INFO  manager.MyListener - Element with locator-->By.xpath: //*[@class='checkbox-label terms-label'] was found
