12:57:13 INFO  manager.ApplicationManager - All tests starts in 'FireFox' browser
12:57:15 INFO  tests.TestBase - Starts test---> registrationNegativeMail
12:57:15 INFO  manager.MyListener - Start search element by locator-->By.xpath: //*[text()=' Logout ']
12:57:20 INFO  manager.MyListener - Element with locator-->By.xpath: //*[text()=' Logout '] was found
12:57:20 INFO  manager.MyListener - Start search element by locator-->By.xpath: //*[text()=' Sign up ']
12:57:20 INFO  manager.MyListener - Element with locator-->By.xpath: //*[text()=' Sign up '] was found
12:57:20 INFO  manager.MyListener - Start search element by locator-->By.xpath: //*[@id='name']
12:57:20 INFO  manager.MyListener - Element with locator-->By.xpath: //*[@id='name'] was found
12:57:21 INFO  manager.MyListener - Start search element by locator-->By.xpath: //*[@id='lastName']
12:57:21 INFO  manager.MyListener - Element with locator-->By.xpath: //*[@id='lastName'] was found
12:57:21 INFO  manager.MyListener - Start search element by locator-->By.cssSelector: div input#email
12:57:21 INFO  manager.MyListener - Element with locator-->By.cssSelector: div input#email was found
12:57:21 INFO  manager.MyListener - Start search element by locator-->By.cssSelector: div input#password
12:57:21 INFO  manager.MyListener - Element with locator-->By.cssSelector: div input#password was found
12:57:22 INFO  tests.TestBase - Registration with Email = dumgmail.com, and password = Zz12345$
12:57:22 INFO  manager.MyListener - Start search element by locator-->By.cssSelector: div input[type='checkbox']
12:57:22 INFO  manager.MyListener - Element with locator-->By.cssSelector: div input[type='checkbox'] was found
12:57:22 INFO  manager.MyListener - Start search element by locator-->By.xpath: //*[@class='checkbox-label terms-label']
12:57:22 INFO  manager.MyListener - Element with locator-->By.xpath: //*[@class='checkbox-label terms-label'] was found
12:57:22 INFO  manager.MyListener - Start search element by locator-->By.cssSelector: form button[type='submit']
12:57:22 INFO  manager.MyListener - Element with locator-->By.cssSelector: form button[type='submit'] was found
12:57:23 INFO  manager.MyListener - Start search element by locator-->By.xpath: //*[text()='Wrong email format']
12:57:23 INFO  manager.MyListener - Element with locator-->By.xpath: //*[text()='Wrong email format'] was found
12:57:23 INFO  tests.TestBase - Ends test---> registrationNegativeMail
12:57:23 INFO  tests.TestBase - Starts test---> registrationNegativeMail
12:57:23 INFO  manager.MyListener - Start search element by locator-->By.xpath: //*[text()=' Logout ']
12:57:28 INFO  manager.MyListener - Element with locator-->By.xpath: //*[text()=' Logout '] was found
12:57:28 INFO  manager.MyListener - Start search element by locator-->By.xpath: //*[text()=' Sign up ']
12:57:28 INFO  manager.MyListener - Element with locator-->By.xpath: //*[text()=' Sign up '] was found
12:57:28 INFO  manager.MyListener - Start search element by locator-->By.xpath: //*[@id='name']
12:57:28 INFO  manager.MyListener - Element with locator-->By.xpath: //*[@id='name'] was found
12:57:28 INFO  manager.MyListener - Start search element by locator-->By.xpath: //*[@id='lastName']
12:57:28 INFO  manager.MyListener - Element with locator-->By.xpath: //*[@id='lastName'] was found
12:57:29 INFO  manager.MyListener - Start search element by locator-->By.cssSelector: div input#email
12:57:29 INFO  manager.MyListener - Element with locator-->By.cssSelector: div input#email was found
12:57:29 INFO  manager.MyListener - Start search element by locator-->By.cssSelector: div input#password
12:57:29 INFO  manager.MyListener - Element with locator-->By.cssSelector: div input#password was found
12:57:29 INFO  tests.TestBase - Registration with Email = Dum@gmail.com, and password = Zz12345$
12:57:29 INFO  manager.MyListener - Start search element by locator-->By.cssSelector: div input[type='checkbox']
12:57:29 INFO  manager.MyListener - Element with locator-->By.cssSelector: div input[type='checkbox'] was found
12:57:29 INFO  manager.MyListener - Start search element by locator-->By.cssSelector: form button[type='submit']
12:57:29 INFO  manager.MyListener - Element with locator-->By.cssSelector: form button[type='submit'] was found
12:57:30 INFO  manager.MyListener - Start search element by locator-->By.xpath: //*[text()='Wrong email format']
12:57:30 INFO  manager.MyListener - Element with locator-->By.xpath: //*[text()='Wrong email format'] was found
