13:39:58 INFO  manager.ApplicationManager - All tests starts in 'FireFox' browser
13:40:00 INFO  tests.TestBase - Starts test---> registrationNegativeMail
13:40:00 INFO  manager.MyListener - Start search element by locator-->By.xpath: //*[text()=' Logout ']
13:40:05 INFO  manager.MyListener - Element with locator-->By.xpath: //*[text()=' Logout '] was found
13:40:05 INFO  manager.MyListener - Start search element by locator-->By.xpath: //*[text()=' Sign up ']
13:40:05 INFO  manager.MyListener - Element with locator-->By.xpath: //*[text()=' Sign up '] was found
13:40:05 INFO  manager.MyListener - Start search element by locator-->By.xpath: //*[@id='name']
13:40:05 INFO  manager.MyListener - Element with locator-->By.xpath: //*[@id='name'] was found
13:40:05 INFO  manager.MyListener - Start search element by locator-->By.xpath: //*[@id='lastName']
13:40:05 INFO  manager.MyListener - Element with locator-->By.xpath: //*[@id='lastName'] was found
13:40:06 INFO  manager.MyListener - Start search element by locator-->By.cssSelector: div input#email
13:40:06 INFO  manager.MyListener - Element with locator-->By.cssSelector: div input#email was found
13:40:06 INFO  manager.MyListener - Start search element by locator-->By.cssSelector: div input#password
13:40:06 INFO  manager.MyListener - Element with locator-->By.cssSelector: div input#password was found
13:40:06 INFO  tests.TestBase - Registration with Email = dumgmail.com, and password = Zz12345$
13:40:06 INFO  manager.MyListener - Start search element by locator-->By.cssSelector: div input[type='checkbox']
13:40:06 INFO  manager.MyListener - Element with locator-->By.cssSelector: div input[type='checkbox'] was found
13:40:06 INFO  manager.MyListener - Start search element by locator-->By.xpath: //*[@class='checkbox-label terms-label']
13:40:06 INFO  manager.MyListener - Element with locator-->By.xpath: //*[@class='checkbox-label terms-label'] was found
13:40:07 INFO  manager.MyListener - Start search element by locator-->By.cssSelector: form button[type='submit']
13:40:07 INFO  manager.MyListener - Element with locator-->By.cssSelector: form button[type='submit'] was found
13:40:07 INFO  manager.MyListener - Start search element by locator-->By.xpath: //*[text()='Wrong email format']
13:40:07 INFO  manager.MyListener - Element with locator-->By.xpath: //*[text()='Wrong email format'] was found
13:40:07 INFO  tests.TestBase - Ends test---> registrationNegativeMail
13:40:07 INFO  tests.TestBase - Starts test---> registrationNegativeMail
13:40:07 INFO  manager.MyListener - Start search element by locator-->By.xpath: //*[text()=' Logout ']
13:40:13 INFO  manager.MyListener - Element with locator-->By.xpath: //*[text()=' Logout '] was found
13:40:13 INFO  manager.MyListener - Start search element by locator-->By.xpath: //*[text()=' Sign up ']
13:40:13 INFO  manager.MyListener - Element with locator-->By.xpath: //*[text()=' Sign up '] was found
13:40:13 INFO  manager.MyListener - Start search element by locator-->By.xpath: //*[@id='name']
