12:17:38 INFO  manager.ApplicationManager - All tests starts in 'FireFox' browser
12:17:39 INFO  tests.TestBase - Starts test---> registrationNegativeMail
12:17:39 INFO  manager.MyListener - Start search element by locator-->By.xpath: //*[text()=' Logout ']
12:17:44 INFO  manager.MyListener - Element with locator-->By.xpath: //*[text()=' Logout '] was found
12:17:44 INFO  manager.MyListener - Start search element by locator-->By.xpath: //*[text()=' Sign up ']
12:17:44 INFO  manager.MyListener - Element with locator-->By.xpath: //*[text()=' Sign up '] was found
12:17:45 INFO  manager.MyListener - Start search element by locator-->By.xpath: //*[@id='name']
12:17:45 INFO  manager.MyListener - Element with locator-->By.xpath: //*[@id='name'] was found
12:17:45 INFO  manager.MyListener - Start search element by locator-->By.xpath: //*[@id='lastName']
12:17:45 INFO  manager.MyListener - Element with locator-->By.xpath: //*[@id='lastName'] was found
12:17:45 INFO  manager.MyListener - Start search element by locator-->By.cssSelector: div input#email
12:17:45 INFO  manager.MyListener - Element with locator-->By.cssSelector: div input#email was found
12:17:45 INFO  manager.MyListener - Start search element by locator-->By.cssSelector: div input#password
12:17:45 INFO  manager.MyListener - Element with locator-->By.cssSelector: div input#password was found
12:17:46 INFO  tests.TestBase - Registration with Email = dumgmail.com, and password = Zz12345$
12:17:46 INFO  manager.MyListener - Start search element by locator-->By.cssSelector: div input[type='checkbox']
12:17:46 INFO  manager.MyListener - Element with locator-->By.cssSelector: div input[type='checkbox'] was found
12:17:46 INFO  manager.MyListener - Start search element by locator-->By.xpath: //*[@class='checkbox-label terms-label']
12:17:46 INFO  manager.MyListener - Element with locator-->By.xpath: //*[@class='checkbox-label terms-label'] was found
12:17:46 INFO  manager.MyListener - Start search element by locator-->By.cssSelector: form button[type='submit']
12:17:46 INFO  manager.MyListener - Element with locator-->By.cssSelector: form button[type='submit'] was found
12:17:47 INFO  manager.MyListener - Start search element by locator-->By.xpath: //*[text()='Wrong email format']
12:17:47 INFO  manager.MyListener - Element with locator-->By.xpath: //*[text()='Wrong email format'] was found
12:17:47 INFO  tests.TestBase - Ends test---> registrationNegativeMail
12:17:47 INFO  tests.TestBase - Starts test---> registrationNegativeMail
12:17:47 INFO  manager.MyListener - Start search element by locator-->By.xpath: //*[text()=' Logout ']
12:17:52 INFO  manager.MyListener - Element with locator-->By.xpath: //*[text()=' Logout '] was found
12:17:52 INFO  manager.MyListener - Start search element by locator-->By.xpath: //*[text()=' Sign up ']
