12:09:14 INFO  manager.ApplicationManager - All tests starts in 'FireFox' browser
12:09:16 INFO  tests.TestBase - Starts test---> registrationNegativeMail
12:09:16 INFO  manager.MyListener - Start search element by locator-->By.xpath: //*[text()=' Logout ']
12:09:21 INFO  manager.MyListener - Element with locator-->By.xpath: //*[text()=' Logout '] was found
12:09:21 INFO  manager.MyListener - Start search element by locator-->By.xpath: //*[text()=' Sign up ']
12:09:21 INFO  manager.MyListener - Element with locator-->By.xpath: //*[text()=' Sign up '] was found
12:09:21 INFO  manager.MyListener - Start search element by locator-->By.xpath: //*[@id='name']
12:09:21 INFO  manager.MyListener - Element with locator-->By.xpath: //*[@id='name'] was found
12:09:22 INFO  manager.MyListener - Start search element by locator-->By.xpath: //*[@id='lastName']
12:09:22 INFO  manager.MyListener - Element with locator-->By.xpath: //*[@id='lastName'] was found
12:09:22 INFO  manager.MyListener - Start search element by locator-->By.cssSelector: div input#email
12:09:22 INFO  manager.MyListener - Element with locator-->By.cssSelector: div input#email was found
12:09:22 INFO  manager.MyListener - Start search element by locator-->By.cssSelector: div input#password
12:09:22 INFO  manager.MyListener - Element with locator-->By.cssSelector: div input#password was found
12:09:22 INFO  tests.TestBase - Registration with Email = dumgmail.com, and password = Zz12345$
12:09:22 INFO  manager.MyListener - Start search element by locator-->By.cssSelector: div input[type='checkbox']
12:09:22 INFO  manager.MyListener - Element with locator-->By.cssSelector: div input[type='checkbox'] was found
12:09:22 INFO  manager.MyListener - Start search element by locator-->By.xpath: //*[@class='checkbox-label terms-label']
12:09:22 INFO  manager.MyListener - Element with locator-->By.xpath: //*[@class='checkbox-label terms-label'] was found
12:09:23 INFO  manager.MyListener - Start search element by locator-->By.cssSelector: form button[type='submit']
12:09:23 INFO  manager.MyListener - Element with locator-->By.cssSelector: form button[type='submit'] was found
12:09:23 INFO  manager.MyListener - Start search element by locator-->By.xpath: //*[text()='Wrong email format']
12:09:24 INFO  manager.MyListener - Element with locator-->By.xpath: //*[text()='Wrong email format'] was found
12:09:24 INFO  tests.TestBase - Ends test---> registrationNegativeMail
12:09:24 INFO  tests.TestBase - Starts test---> registrationNegativeMail
12:09:24 INFO  manager.MyListener - Start search element by locator-->By.xpath: //*[text()=' Logout ']
12:09:29 INFO  manager.MyListener - Element with locator-->By.xpath: //*[text()=' Logout '] was found
12:09:29 INFO  manager.MyListener - Start search element by locator-->By.xpath: //*[text()=' Sign up ']
12:09:29 INFO  manager.MyListener - Element with locator-->By.xpath: //*[text()=' Sign up '] was found
12:09:29 INFO  manager.MyListener - Start search element by locator-->By.xpath: //*[@id='name']
12:09:29 INFO  manager.MyListener - Element with locator-->By.xpath: //*[@id='name'] was found
12:09:29 INFO  manager.MyListener - Start search element by locator-->By.xpath: //*[@id='lastName']
12:09:29 INFO  manager.MyListener - Element with locator-->By.xpath: //*[@id='lastName'] was found
12:09:29 INFO  manager.MyListener - Start search element by locator-->By.cssSelector: div input#email
12:09:29 INFO  manager.MyListener - Element with locator-->By.cssSelector: div input#email was found
12:09:30 INFO  manager.MyListener - Start search element by locator-->By.cssSelector: div input#password
12:09:30 INFO  manager.MyListener - Element with locator-->By.cssSelector: div input#password was found
12:09:30 INFO  tests.TestBase - Registration with Email = Dum@gmail.com, and password = Zz12345$
12:09:30 INFO  manager.MyListener - Start search element by locator-->By.cssSelector: div input[type='checkbox']
12:09:30 INFO  manager.MyListener - Element with locator-->By.cssSelector: div input[type='checkbox'] was found
12:09:30 INFO  manager.MyListener - Start search element by locator-->By.cssSelector: form button[type='submit']
12:09:30 INFO  manager.MyListener - Element with locator-->By.cssSelector: form button[type='submit'] was found
12:09:31 INFO  manager.MyListener - Start search element by locator-->By.xpath: //*[text()='Wrong email format']
12:09:31 INFO  manager.MyListener - Element with locator-->By.xpath: //*[text()='Wrong email format'] was found
12:09:31 INFO  tests.TestBase - Ends test---> registrationNegativeMail
12:09:31 INFO  tests.TestBase - Starts test---> registrationNegativeMail
12:09:31 INFO  manager.MyListener - Start search element by locator-->By.xpath: //*[text()=' Logout ']
12:09:36 INFO  manager.MyListener - Element with locator-->By.xpath: //*[text()=' Logout '] was found
12:09:36 INFO  manager.MyListener - Start search element by locator-->By.xpath: //*[text()=' Sign up ']
12:09:36 INFO  manager.MyListener - Element with locator-->By.xpath: //*[text()=' Sign up '] was found
12:09:36 INFO  manager.MyListener - Start search element by locator-->By.xpath: //*[@id='name']
12:09:36 INFO  manager.MyListener - Element with locator-->By.xpath: //*[@id='name'] was found
12:09:36 INFO  manager.MyListener - Start search element by locator-->By.xpath: //*[@id='lastName']
12:09:36 INFO  manager.MyListener - Element with locator-->By.xpath: //*[@id='lastName'] was found
12:09:36 INFO  manager.MyListener - Start search element by locator-->By.cssSelector: div input#email
12:09:37 INFO  manager.MyListener - Element with locator-->By.cssSelector: div input#email was found
12:09:37 INFO  manager.MyListener - Start search element by locator-->By.cssSelector: div input#password
12:09:37 INFO  manager.MyListener - Element with locator-->By.cssSelector: div input#password was found
12:09:37 INFO  tests.TestBase - Registration with Email = dum@gmailcom, and password = Zz12345$
12:09:37 INFO  manager.MyListener - Start search element by locator-->By.cssSelector: div input[type='checkbox']
12:09:37 INFO  manager.MyListener - Element with locator-->By.cssSelector: div input[type='checkbox'] was found
12:09:37 INFO  manager.MyListener - Start search element by locator-->By.cssSelector: form button[type='submit']
12:09:37 INFO  manager.MyListener - Element with locator-->By.cssSelector: form button[type='submit'] was found
12:09:38 INFO  manager.MyListener - Start search element by locator-->By.xpath: //*[text()='Wrong email format']
12:09:38 INFO  manager.MyListener - Element with locator-->By.xpath: //*[text()='Wrong email format'] was found
12:09:38 INFO  tests.TestBase - Ends test---> registrationNegativeMail
12:09:38 INFO  tests.TestBase - Starts test---> registrationNegativeMail
12:09:38 INFO  manager.MyListener - Start search element by locator-->By.xpath: //*[text()=' Logout ']
12:09:43 INFO  manager.MyListener - Element with locator-->By.xpath: //*[text()=' Logout '] was found
12:09:43 INFO  manager.MyListener - Start search element by locator-->By.xpath: //*[text()=' Sign up ']
12:09:43 INFO  manager.MyListener - Element with locator-->By.xpath: //*[text()=' Sign up '] was found
12:09:43 INFO  manager.MyListener - Start search element by locator-->By.xpath: //*[@id='name']
12:09:43 INFO  manager.MyListener - Element with locator-->By.xpath: //*[@id='name'] was found
12:09:43 INFO  manager.MyListener - Start search element by locator-->By.xpath: //*[@id='lastName']
12:09:43 INFO  manager.MyListener - Element with locator-->By.xpath: //*[@id='lastName'] was found
12:09:44 INFO  manager.MyListener - Start search element by locator-->By.cssSelector: div input#email
12:09:44 INFO  manager.MyListener - Element with locator-->By.cssSelector: div input#email was found
12:09:44 INFO  manager.MyListener - Start search element by locator-->By.cssSelector: div input#password
12:09:44 INFO  manager.MyListener - Element with locator-->By.cssSelector: div input#password was found
12:09:44 INFO  tests.TestBase - Registration with Email = dum@g., and password = Zz12345$
12:09:44 INFO  manager.MyListener - Start search element by locator-->By.cssSelector: div input[type='checkbox']
12:09:44 INFO  manager.MyListener - Element with locator-->By.cssSelector: div input[type='checkbox'] was found
12:09:44 INFO  manager.MyListener - Start search element by locator-->By.cssSelector: form button[type='submit']
12:09:44 INFO  manager.MyListener - Element with locator-->By.cssSelector: form button[type='submit'] was found
12:09:45 INFO  manager.MyListener - Start search element by locator-->By.xpath: //*[text()='Wrong email format']
12:09:45 INFO  manager.MyListener - Element with locator-->By.xpath: //*[text()='Wrong email format'] was found
12:09:45 INFO  tests.TestBase - Ends test---> registrationNegativeMail
12:09:45 INFO  tests.TestBase - Starts test---> registrationNegativeMail
12:09:45 INFO  manager.MyListener - Start search element by locator-->By.xpath: //*[text()=' Logout ']
12:09:50 INFO  manager.MyListener - Element with locator-->By.xpath: //*[text()=' Logout '] was found
12:09:50 INFO  manager.MyListener - Start search element by locator-->By.xpath: //*[text()=' Sign up ']
12:09:50 INFO  manager.MyListener - Element with locator-->By.xpath: //*[text()=' Sign up '] was found
12:09:50 INFO  manager.MyListener - Start search element by locator-->By.xpath: //*[@id='name']
12:09:50 INFO  manager.MyListener - Element with locator-->By.xpath: //*[@id='name'] was found
12:09:50 INFO  manager.MyListener - Start search element by locator-->By.xpath: //*[@id='lastName']
12:09:50 INFO  manager.MyListener - Element with locator-->By.xpath: //*[@id='lastName'] was found
12:09:51 INFO  manager.MyListener - Start search element by locator-->By.cssSelector: div input#email
12:09:51 INFO  manager.MyListener - Element with locator-->By.cssSelector: div input#email was found
12:09:51 INFO  manager.MyListener - Start search element by locator-->By.cssSelector: div input#password
12:09:51 INFO  manager.MyListener - Element with locator-->By.cssSelector: div input#password was found
12:09:51 INFO  tests.TestBase - Registration with Email =  @l.com, and password = Zz12345$
12:09:51 INFO  manager.MyListener - Start search element by locator-->By.cssSelector: div input[type='checkbox']
