13:54:02 INFO  manager.ApplicationManager - All tests starts in 'FireFox' browser
13:54:03 INFO  tests.TestBase - Starts test---> registrationNegativeMail
13:54:03 INFO  manager.MyListener - Start search element by locator-->By.xpath: //*[text()=' Logout ']
13:54:08 INFO  manager.MyListener - Element with locator-->By.xpath: //*[text()=' Logout '] was found
13:54:08 INFO  manager.MyListener - Start search element by locator-->By.xpath: //*[text()=' Sign up ']
13:54:08 INFO  manager.MyListener - Element with locator-->By.xpath: //*[text()=' Sign up '] was found
13:54:08 INFO  manager.MyListener - Start search element by locator-->By.xpath: //*[@id='name']
13:54:09 INFO  manager.MyListener - Element with locator-->By.xpath: //*[@id='name'] was found
13:54:09 INFO  manager.MyListener - Start search element by locator-->By.xpath: //*[@id='lastName']
13:54:09 INFO  manager.MyListener - Element with locator-->By.xpath: //*[@id='lastName'] was found
13:54:09 INFO  manager.MyListener - Start search element by locator-->By.cssSelector: div input#email
13:54:09 INFO  manager.MyListener - Element with locator-->By.cssSelector: div input#email was found
13:54:09 INFO  manager.MyListener - Start search element by locator-->By.cssSelector: div input#password
13:54:09 INFO  manager.MyListener - Element with locator-->By.cssSelector: div input#password was found
13:54:10 INFO  tests.TestBase - Registration with Email = dumgmail.com, and password = Zz12345$
13:54:10 INFO  manager.MyListener - Start search element by locator-->By.cssSelector: div input[type='checkbox']
13:54:10 INFO  manager.MyListener - Element with locator-->By.cssSelector: div input[type='checkbox'] was found
13:54:10 INFO  manager.MyListener - Start search element by locator-->By.xpath: //*[@class='checkbox-label terms-label']
13:54:10 INFO  manager.MyListener - Element with locator-->By.xpath: //*[@class='checkbox-label terms-label'] was found
13:54:10 INFO  manager.MyListener - Start search element by locator-->By.cssSelector: form button[type='submit']
13:54:10 INFO  manager.MyListener - Element with locator-->By.cssSelector: form button[type='submit'] was found
13:54:11 INFO  manager.MyListener - Start search element by locator-->By.xpath: //*[text()='Wrong email format']
13:54:11 INFO  manager.MyListener - Element with locator-->By.xpath: //*[text()='Wrong email format'] was found
13:54:11 INFO  tests.TestBase - Ends test---> registrationNegativeMail
13:54:11 INFO  tests.TestBase - Starts test---> registrationNegativeMail
13:54:11 INFO  manager.MyListener - Start search element by locator-->By.xpath: //*[text()=' Logout ']
13:54:16 INFO  manager.MyListener - Element with locator-->By.xpath: //*[text()=' Logout '] was found
13:54:16 INFO  manager.MyListener - Start search element by locator-->By.xpath: //*[text()=' Sign up ']
13:54:16 INFO  manager.MyListener - Element with locator-->By.xpath: //*[text()=' Sign up '] was found
13:54:16 INFO  manager.MyListener - Start search element by locator-->By.xpath: //*[@id='name']
13:54:16 INFO  manager.MyListener - Element with locator-->By.xpath: //*[@id='name'] was found
13:54:16 INFO  manager.MyListener - Start search element by locator-->By.xpath: //*[@id='lastName']
13:54:16 INFO  manager.MyListener - Element with locator-->By.xpath: //*[@id='lastName'] was found
13:54:17 INFO  manager.MyListener - Start search element by locator-->By.cssSelector: div input#email
13:54:17 INFO  manager.MyListener - Element with locator-->By.cssSelector: div input#email was found
13:54:17 INFO  manager.MyListener - Start search element by locator-->By.cssSelector: div input#password
13:54:17 INFO  manager.MyListener - Element with locator-->By.cssSelector: div input#password was found
13:54:17 INFO  tests.TestBase - Registration with Email = Dum@gmail.com, and password = Zz12345$
13:54:17 INFO  manager.MyListener - Start search element by locator-->By.cssSelector: div input[type='checkbox']
13:54:17 INFO  manager.MyListener - Element with locator-->By.cssSelector: div input[type='checkbox'] was found
13:54:17 INFO  manager.MyListener - Start search element by locator-->By.cssSelector: form button[type='submit']
13:54:17 INFO  manager.MyListener - Element with locator-->By.cssSelector: form button[type='submit'] was found
13:54:18 INFO  manager.MyListener - Start search element by locator-->By.xpath: //*[text()='Wrong email format']
13:54:18 INFO  manager.MyListener - Element with locator-->By.xpath: //*[text()='Wrong email format'] was found
13:54:18 INFO  tests.TestBase - Ends test---> registrationNegativeMail
13:54:18 INFO  tests.TestBase - Starts test---> registrationNegativeMail
13:54:18 INFO  manager.MyListener - Start search element by locator-->By.xpath: //*[text()=' Logout ']
13:54:23 INFO  manager.MyListener - Element with locator-->By.xpath: //*[text()=' Logout '] was found
13:54:23 INFO  manager.MyListener - Start search element by locator-->By.xpath: //*[text()=' Sign up ']
13:54:23 INFO  manager.MyListener - Element with locator-->By.xpath: //*[text()=' Sign up '] was found
13:54:23 INFO  manager.MyListener - Start search element by locator-->By.xpath: //*[@id='name']
13:54:23 INFO  manager.MyListener - Element with locator-->By.xpath: //*[@id='name'] was found
13:54:23 INFO  manager.MyListener - Start search element by locator-->By.xpath: //*[@id='lastName']
13:54:23 INFO  manager.MyListener - Element with locator-->By.xpath: //*[@id='lastName'] was found
13:54:24 INFO  manager.MyListener - Start search element by locator-->By.cssSelector: div input#email
13:54:24 INFO  manager.MyListener - Element with locator-->By.cssSelector: div input#email was found
13:54:24 INFO  manager.MyListener - Start search element by locator-->By.cssSelector: div input#password
13:54:24 INFO  manager.MyListener - Element with locator-->By.cssSelector: div input#password was found
13:54:24 INFO  tests.TestBase - Registration with Email = dum@gmailcom, and password = Zz12345$
13:54:24 INFO  manager.MyListener - Start search element by locator-->By.cssSelector: div input[type='checkbox']
13:54:24 INFO  manager.MyListener - Element with locator-->By.cssSelector: div input[type='checkbox'] was found
13:54:24 INFO  manager.MyListener - Start search element by locator-->By.cssSelector: form button[type='submit']
13:54:24 INFO  manager.MyListener - Element with locator-->By.cssSelector: form button[type='submit'] was found
13:54:25 INFO  manager.MyListener - Start search element by locator-->By.xpath: //*[text()='Wrong email format']
13:54:25 INFO  manager.MyListener - Element with locator-->By.xpath: //*[text()='Wrong email format'] was found
13:54:25 INFO  tests.TestBase - Ends test---> registrationNegativeMail
13:54:25 INFO  tests.TestBase - Starts test---> registrationNegativeMail
13:54:25 INFO  manager.MyListener - Start search element by locator-->By.xpath: //*[text()=' Logout ']
13:54:30 INFO  manager.MyListener - Element with locator-->By.xpath: //*[text()=' Logout '] was found
13:54:30 INFO  manager.MyListener - Start search element by locator-->By.xpath: //*[text()=' Sign up ']
13:54:30 INFO  manager.MyListener - Element with locator-->By.xpath: //*[text()=' Sign up '] was found
13:54:30 INFO  manager.MyListener - Start search element by locator-->By.xpath: //*[@id='name']
13:54:30 INFO  manager.MyListener - Element with locator-->By.xpath: //*[@id='name'] was found
13:54:31 INFO  manager.MyListener - Start search element by locator-->By.xpath: //*[@id='lastName']
13:54:31 INFO  manager.MyListener - Element with locator-->By.xpath: //*[@id='lastName'] was found
13:54:31 INFO  manager.MyListener - Start search element by locator-->By.cssSelector: div input#email
13:54:31 INFO  manager.MyListener - Element with locator-->By.cssSelector: div input#email was found
13:54:31 INFO  manager.MyListener - Start search element by locator-->By.cssSelector: div input#password
13:54:31 INFO  manager.MyListener - Element with locator-->By.cssSelector: div input#password was found
13:54:31 INFO  tests.TestBase - Registration with Email = dum@g., and password = Zz12345$
13:54:31 INFO  manager.MyListener - Start search element by locator-->By.cssSelector: div input[type='checkbox']
13:54:31 INFO  manager.MyListener - Element with locator-->By.cssSelector: div input[type='checkbox'] was found
13:54:31 INFO  manager.MyListener - Start search element by locator-->By.cssSelector: form button[type='submit']
13:54:31 INFO  manager.MyListener - Element with locator-->By.cssSelector: form button[type='submit'] was found
13:54:32 INFO  manager.MyListener - Start search element by locator-->By.xpath: //*[text()='Wrong email format']
13:54:32 INFO  manager.MyListener - Element with locator-->By.xpath: //*[text()='Wrong email format'] was found
13:54:32 INFO  tests.TestBase - Ends test---> registrationNegativeMail
13:54:32 INFO  tests.TestBase - Starts test---> registrationNegativeMail
13:54:32 INFO  manager.MyListener - Start search element by locator-->By.xpath: //*[text()=' Logout ']
13:54:37 INFO  manager.MyListener - Element with locator-->By.xpath: //*[text()=' Logout '] was found
