18:34:41 INFO  manager.ApplicationManager - All tests starts in 'Chrome' browser
18:34:44 INFO  tests.TestBase - Starts test---> registrationNegativeMail
18:34:44 INFO  manager.MyListener - Start search element by locator-->By.xpath: //*[text()=' Logout ']
18:34:49 INFO  manager.MyListener - Element with locator-->By.xpath: //*[text()=' Logout '] was found
18:34:49 INFO  manager.MyListener - Start search element by locator-->By.xpath: //*[text()=' Sign up ']
18:34:49 INFO  manager.MyListener - Element with locator-->By.xpath: //*[text()=' Sign up '] was found
18:34:50 INFO  manager.MyListener - Start search element by locator-->By.xpath: //*[@id='name']
18:34:50 INFO  manager.MyListener - Element with locator-->By.xpath: //*[@id='name'] was found
18:34:50 INFO  manager.MyListener - Start search element by locator-->By.xpath: //*[@id='lastName']
18:34:50 INFO  manager.MyListener - Element with locator-->By.xpath: //*[@id='lastName'] was found
18:34:50 INFO  manager.MyListener - Start search element by locator-->By.cssSelector: div input#email
18:34:50 INFO  manager.MyListener - Element with locator-->By.cssSelector: div input#email was found
18:34:50 INFO  manager.MyListener - Start search element by locator-->By.cssSelector: div input#password
18:34:50 INFO  manager.MyListener - Element with locator-->By.cssSelector: div input#password was found
18:34:50 INFO  tests.TestBase - Registration with Email = dumgmail.com, and password = Zz12345$
18:34:50 INFO  manager.MyListener - Start search element by locator-->By.cssSelector: div input[type='checkbox']
18:34:50 INFO  manager.MyListener - Element with locator-->By.cssSelector: div input[type='checkbox'] was found
18:34:50 INFO  manager.MyListener - Start search element by locator-->By.xpath: //*[@class='checkbox-label terms-label']
18:34:50 INFO  manager.MyListener - Element with locator-->By.xpath: //*[@class='checkbox-label terms-label'] was found
18:34:51 INFO  manager.MyListener - Start search element by locator-->By.cssSelector: form button[type='submit']
18:34:51 INFO  manager.MyListener - Element with locator-->By.cssSelector: form button[type='submit'] was found
18:34:51 INFO  manager.MyListener - Start search element by locator-->By.xpath: //*[text()='Wrong email format']
18:34:51 INFO  manager.MyListener - Element with locator-->By.xpath: //*[text()='Wrong email format'] was found
18:34:51 INFO  tests.TestBase - Ends test---> registrationNegativeMail
18:34:51 INFO  tests.TestBase - Starts test---> registrationNegativeMail
18:34:51 INFO  manager.MyListener - Start search element by locator-->By.xpath: //*[text()=' Logout ']
18:34:56 INFO  manager.MyListener - Element with locator-->By.xpath: //*[text()=' Logout '] was found
18:34:56 INFO  manager.MyListener - Start search element by locator-->By.xpath: //*[text()=' Sign up ']
18:34:56 INFO  manager.MyListener - Element with locator-->By.xpath: //*[text()=' Sign up '] was found
18:34:56 INFO  manager.MyListener - Start search element by locator-->By.xpath: //*[@id='name']
